age,gender,weight_kg,height_m,max_bpm,avg_bpm,resting_bpm,session_duration_hours,calories_burned,workout_type,fat_percentage,water_intake_liters,workout_frequency_daysweek,experience_level,bmi,daily_meals_frequency,physical_exercise,carbs,proteins,fats,calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,name_of_exercise,sets,reps,benefit,burns_calories_per_30_min,target_muscle_group,equipment_needed,difficulty_level,body_part,type_of_muscle,workout,bmi_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_hrr,pct_maxhr,cal_balance,lean_mass_kg,expected_burn,burns_calories_per_30_min_bc,burns_calories_bin,age_group
42,Female,107,1,173,149,66,1,1170,Cardio,34,2,2,1,36,1,0,259,103,69,2800,Other,Breakfast,Vegetarian,40,2457,239,460,Boiled,55,16,4,Jumping Jacks,4,24,Builds unilateral leg strength and balance,353,"Glutes, Hamstrings",Bench or Sturdy Surface,Advanced,Legs,Wrist Flexors,Decline dumbbell flyes,36,2077,0,0,0,0,1629,70,939,9223372036854775807,High,31-45
57,Male,66,1,169,128,56,0,428,Yoga,28,1,2,1,21,3,0,223,90,60,1606,Other,Dinner,Paleo,37,613,60,450,Steamed,21,39,4,Plyo Squats,4,22,Improves core stability and upper body strength,329,"Legs, Core",None or Dumbbells,Advanced,Chest,Lower Chest,Concentration curls,21,1796,0,1,0,0,1177,47,428,9223372036854775807,Low,46-60
30,Male,113,1,177,136,54,1,1521,HIIT,28,3,3,1,31,3,0,228,91,61,2890,Other,Lunch,Keto,41,807,258,497,Steamed,28,98,1,Wall Angels,4,25,Isolates triceps,367,Shoulders,Bench or Step,Beginner,Arms,Middle,Wrist extension,31,1836,0,0,0,0,1368,81,925,9223372036854775807,Very High,18-30
58,Male,109,1,197,156,56,1,1961,HIIT,28,2,3,1,29,3,0,304,122,81,2760,Other,Dinner,Vegetarian,15,108,29,391,Steamed,8,61,1,Russian Twists,5,15,Targets lower chest,357,Core,Barbell,Beginner,Shoulders,Grip Strength,Leg curls,29,2437,0,1,0,0,798,78,1064,9223372036854775807,High,46-60
20,Female,80,1,194,136,54,1,1411,Yoga,28,3,3,3,22,3,0,163,65,42,2205,Other,Snack,Low-Carb,38,891,215,210,Steamed,39,9,4,Leg Press,4,17,Improves unilateral leg strength and balance,355,"Quadriceps, Calves, Glutes",Kettlebell,Beginner,Forearms,Lateral,Towel pull-up,22,1299,0,0,0,0,793,57,1286,9223372036854775807,High,18-30
53,Male,63,1,187,130,68,1,1318,Yoga,24,2,4,3,22,4,0,185,73,48,1685,Other,Breakfast,Paleo,19,610,52,231,Raw,16,7,1,Frog Jumps,3,20,Strengthens triceps and chest,337,Calves,Bench or Chair,Advanced,Forearms,Wrist Extensors,Hanging leg raises,22,1474,0,1,0,0,366,48,1140,9223372036854775807,Low,46-60
18,Female,88,1,175,127,72,1,1080,Yoga,29,3,3,2,28,3,0,254,100,67,2201,Other,Dinner,Balanced,48,155,281,363,Fried,17,66,1,Inverted Rows,4,10,Improves shoulder mobility and posture,319,Shoulders,Low Bar or TRX,Intermediate,Abs,Lower Chest,Russian twists,28,2027,0,1,0,0,1120,62,959,9223372036854775807,Low,<18
51,Female,49,1,191,128,55,1,1645,HIIT,19,2,1,1,18,2,0,192,76,50,1447,Other,Snack,Paleo,29,1930,146,296,Boiled,47,108,4,Squats,5,15,Improves unilateral leg strength and balance,352,"Lower Back, Glutes",Barbell,Intermediate,Arms,Wrist Extensors,Decline dumbbell press,18,1527,0,1,0,0,-198,39,957,9223372036854775807,High,46-60
22,Male,67,1,185,160,65,1,1607,HIIT,27,1,1,1,26,2,0,324,129,86,1834,Other,Lunch,Low-Carb,5,1442,17,246,Raw,38,41,3,Scissors Kicks,4,22,Builds back strength,337,"Glutes, Hamstrings",Wall,Intermediate,Forearms,Wrist Flexors,Bent-over lateral raises,26,2590,0,1,0,0,226,49,897,9223372036854775807,Low,18-30
51,Female,67,1,184,120,70,1,1759,HIIT,26,2,4,2,26,3,0,166,66,44,1958,Other,Dinner,Vegan,7,779,110,146,Fried,30,59,3,Leg Press,5,23,Targets upper chest,336,"Lower Back, Glutes",None or Dumbbells,Beginner,Chest,Anterior,Dumbbell curls,26,1325,0,0,0,0,198,49,895,9223372036854775807,Low,46-60
48,Female,62,1,172,151,72,1,994,Yoga,28,1,3,2,22,3,0,271,108,72,1672,Other,Snack,Vegan,35,2295,144,438,Fried,7,71,4,Inverted Rows,4,15,Improves unilateral leg strength and balance,329,"Lower Chest, Triceps",Box or Platform,Beginner,Forearms,Triceps,Standing calf raises,22,2171,0,1,0,0,677,44,909,9223372036854775807,Low,46-60
51,Female,109,1,181,157,63,0,362,Yoga,34,3,3,1,34,3,0,180,71,48,2748,Other,Dinner,Vegetarian,28,147,245,141,Boiled,11,20,4,Windshield Wipers,5,19,Targets biceps and forearms,346,"Glutes, Hamstrings",Bench or Step,Advanced,Forearms,Lateral,Seated cable rows,34,1441,0,0,0,0,2385,71,380,9223372036854775807,Medium,46-60
55,Female,93,1,177,151,52,1,1668,HIIT,35,2,2,1,34,2,0,203,80,53,2566,Other,Dinner,Keto,20,1860,236,235,Boiled,30,12,3,Zottman Curls,4,18,Improves shoulder health and posture,352,"Chest, Triceps",Wall,Advanced,Forearms,Wrist Flexors,Dumbbell curls,34,1617,0,0,0,0,897,60,972,9223372036854775807,High,46-60
22,Male,71,1,162,138,52,1,1021,Yoga,26,2,4,1,19,3,0,215,87,57,1875,Other,Breakfast,Paleo,5,1649,252,324,Roasted,22,99,3,Push Ups,4,20,Targets upper chest,337,"Back, Core, Shoulders",Barbell,Beginner,Forearms,Lats,Wrist curl,19,1730,0,1,0,0,853,52,957,9223372036854775807,Low,18-30
43,Male,71,1,161,166,50,0,968,HIIT,23,2,2,1,22,3,0,305,122,81,2062,Other,Dinner,Vegetarian,23,1996,64,289,Baked,33,59,4,Resistance Band Pull-Aparts,5,15,Combines lower body and upper body strength,361,"Back, Core, Shoulders",Step or Box,Beginner,Abs,Posterior,Donkey kicks,22,2445,0,1,1,1,1094,54,578,9223372036854775807,Very High,31-45
20,Female,110,1,193,133,59,1,1038,Strength,35,2,2,1,38,3,0,208,83,54,3226,Other,Snack,Paleo,39,365,121,277,Baked,11,14,2,Jumping Jacks,5,19,Improves core rotation strength,352,"Glutes, Hamstrings, Core",Bench or Step,Advanced,Back,Wrist Flexors,Bicycle crunches,38,1660,0,0,0,0,2187,72,739,9223372036854775807,High,18-30
59,Female,87,1,194,122,60,1,1492,HIIT,29,3,3,2,28,3,0,215,87,57,2277,Other,Snack,Paleo,17,336,194,269,Steamed,9,46,3,Dips,4,24,Builds calf muscles,358,"Shoulders, Upper Back",Cable Machine,Intermediate,Shoulders,Anterior,Face pulls,28,1731,0,1,0,0,784,61,810,9223372036854775807,High,46-60
45,Female,61,1,180,153,61,1,1302,Yoga,22,2,4,3,21,1,0,177,71,48,1837,Other,Dinner,Balanced,43,2477,110,145,Raw,11,82,3,Pull-ups,5,16,Builds unilateral leg strength and balance,338,Lower Abs,None or Dumbbells,Advanced,Arms,Upper,Lateral raises,21,1428,0,1,0,0,534,47,1129,9223372036854775807,Medium,31-45
45,Male,41,1,195,168,71,1,1446,Strength,22,2,2,1,16,3,0,218,87,58,1140,Other,Breakfast,Vegan,26,793,135,261,Baked,40,111,2,Scissors Kicks,4,24,Isolates and strengthens triceps,337,"Shoulders, Triceps","Bench, Barbell",Advanced,Back,Quads,Bent-over lateral raises,16,1752,0,2,0,0,-306,32,984,9223372036854775807,Low,31-45
33,Female,78,1,160,156,69,1,1238,Cardio,28,1,4,2,28,3,0,179,72,47,2142,Other,Dinner,Vegan,36,1823,87,480,Raw,25,50,1,Plank,4,17,Improves posture and back strength,343,"Lower Chest, Triceps",Kettlebell,Advanced,Back,Lateral,Dumbbell curls,28,1431,0,0,0,0,903,55,886,9223372036854775807,Medium,31-45
19,Male,64,1,197,132,56,1,1932,Cardio,27,2,5,2,24,2,0,300,119,80,1817,Other,Breakfast,Low-Carb,15,1554,295,373,Fried,57,51,3,Bulgarian Split Squats,4,16,Targets lower chest,344,Full Core,Box or Platform,Beginner,Arms,Quads,Decline dumbbell press,24,2399,0,1,0,0,-115,47,1282,9223372036854775807,Medium,18-30
26,Female,59,1,180,128,70,1,1326,Yoga,27,2,5,3,25,4,0,179,72,48,1624,Other,Snack,Vegetarian,43,1535,76,130,Grilled,60,39,4,Bicep Curls,5,20,Improves cardiovascular fitness,356,Shoulders,Resistance Band,Intermediate,Forearms,Quads,Lateral raises,25,1442,0,1,0,0,298,42,1212,9223372036854775807,High,18-30
22,Female,101,1,189,157,66,1,1064,Yoga,28,2,3,1,29,4,0,237,94,62,2684,Other,Snack,Balanced,21,505,216,295,Raw,35,86,2,Dips,4,20,Strengthens core and improves mobility,366,Full Core,Step or Box,Intermediate,Arms,Wrist Flexors,Military press,29,1893,0,0,0,0,1619,72,1084,9223372036854775807,Very High,18-30
57,Female,109,1,197,155,55,1,1071,Yoga,30,2,3,1,30,3,0,305,122,81,2985,Other,Lunch,Keto,15,85,29,396,Grilled,8,60,1,Bicep Curls,4,16,Improves core stability and balance,355,"Quadriceps, Glutes",None or Dumbbells,Beginner,Forearms,Wrist Extensors,Hanging leg raises,29,2447,0,1,0,0,1913,76,1059,9223372036854775807,High,46-60
39,Female,94,1,190,155,49,1,1188,Strength,32,2,3,2,32,2,0,202,81,53,2357,Other,Lunch,Balanced,9,94,8,309,Boiled,26,104,4,Box Jumps,3,17,Improves posture and back strength,351,"Glutes, Hamstrings, Core",Bench or Sturdy Surface,Beginner,Arms,Wrist Extensors,Dumbbell curls,32,1621,0,0,0,0,1168,63,772,9223372036854775807,High,31-45
33,Female,65,1,171,134,74,1,1274,Strength,22,2,4,2,22,3,0,197,79,52,1793,Other,Dinner,Vegan,7,781,296,382,Raw,38,58,3,Dips,4,24,Strengthens lower body,364,"Core, Lower Back",None or Dumbbell,Beginner,Abs,Middle,Leg curls,22,1575,0,1,0,0,518,51,860,9223372036854775807,Very High,31-45
58,Male,103,1,172,167,61,1,1159,Cardio,35,3,2,1,37,3,0,222,89,59,2732,Other,Dinner,Vegan,29,136,15,273,Baked,32,91,5,Step-ups,5,22,Targets obliques and improves core rotation,344,Core,Bench or Chair,Advanced,Back,Posterior,Skull crushers,37,1785,0,0,0,0,1572,67,909,9223372036854775807,Medium,46-60
23,Female,52,1,169,165,60,1,1134,Cardio,25,2,2,1,21,4,0,264,105,70,1382,Other,Lunch,Vegetarian,26,2064,140,373,Steamed,56,78,1,Dragon Flags,4,19,Improves core rotation strength,361,Quadriceps,Bench or Chair,Advanced,Shoulders,Triceps,Leg curls,21,2108,0,1,0,0,247,39,932,9223372036854775807,Very High,18-30
33,Female,67,1,176,150,71,0,756,Cardio,23,1,1,1,22,2,0,201,80,54,1863,Other,Breakfast,Vegetarian,1,2326,184,362,Baked,12,13,1,Bicycle Crunches,5,15,Improves hip power and cardiovascular fitness,369,"Lower Chest, Triceps",Bench or Chair,Advanced,Shoulders,Middle,Decline dumbbell flyes,22,1611,0,1,0,0,1106,51,635,9223372036854775807,Very High,31-45
23,Female,68,1,186,160,66,1,1188,Cardio,28,1,1,1,26,3,0,324,129,86,1777,Other,Breakfast,Keto,5,1450,16,248,Steamed,38,42,3,Inverted Rows,4,21,Improves lower back strength,337,"Upper Back, Rear Deltoids",Bench or Sturdy Surface,Intermediate,Shoulders,Anterior,Crunches,26,2594,0,1,0,0,589,48,911,9223372036854775807,Medium,18-30
20,Female,44,1,176,121,69,1,719,Yoga,24,2,1,1,17,3,0,183,73,49,937,Other,Lunch,Paleo,40,135,268,165,Grilled,36,78,3,Bicep Curls,4,24,Targets abdominal muscles,339,"Full Body, Core, Shoulders",Step or Box,Intermediate,Arms,Quads,Triceps dips,17,1471,0,1,0,0,217,33,740,9223372036854775807,Medium,18-30
39,Female,88,1,195,133,53,1,2041,Cardio,27,3,4,3,25,3,0,151,61,39,2467,Other,Lunch,Paleo,32,1850,185,468,Grilled,21,14,1,Bear Crawls,5,22,Isolates and strengthens triceps,333,Triceps,Cable Machine,Advanced,Arms,Lower,Preacher curls,25,1211,0,0,0,0,425,63,1307,9223372036854775807,Low,31-45
39,Female,54,1,191,135,71,1,1038,Yoga,26,1,2,2,21,2,0,232,93,61,1614,Other,Breakfast,Keto,22,683,20,163,Grilled,14,24,2,Scissors Kicks,5,21,Improves posture and strengthens upper back,355,"Chest, Triceps",Cable Machine or Resistance Band,Advanced,Legs,Quads,Bicep Curls,21,1853,0,1,0,0,575,40,1024,9223372036854775807,High,31-45
31,Male,83,1,195,127,63,1,1752,HIIT,26,2,2,1,27,3,0,183,73,49,2284,Other,Lunch,Vegan,39,866,29,385,Roasted,18,16,2,Squats,4,18,Builds explosive upper body power,362,Quadriceps,Bench or Chair,Advanced,Legs,Lats,Decline dumbbell press,27,1467,0,0,0,0,531,61,1051,9223372036854775807,Very High,31-45
52,Male,61,1,170,124,73,0,357,Yoga,24,3,3,1,23,3,0,228,90,61,1718,Other,Snack,Keto,3,2379,85,239,Raw,53,95,2,Prone Cobras,4,16,Improves balance and coordination,364,"Core, Lower Back",Bench or Step,Intermediate,Legs,Posterior,Dumbbell curls,23,1827,0,1,0,0,1360,46,393,9223372036854775807,Very High,46-60
23,Female,60,1,193,167,69,1,1874,Strength,24,2,5,3,23,3,0,219,87,58,1731,Other,Dinner,Balanced,43,505,169,334,Raw,42,54,2,Resistance Band Pull-Aparts,5,23,Strengthens triceps and chest,351,"Triceps, Chest",Barbell,Beginner,Shoulders,Lats,Seated cable rows,23,1748,0,1,0,0,-143,45,1125,9223372036854775807,High,18-30
21,Female,74,1,187,140,55,1,1412,Strength,23,2,2,1,19,2,0,316,126,85,2142,Other,Snack,Balanced,10,634,93,180,Grilled,42,24,2,Windshield Wipers,4,19,Full body workout,353,"Back, Biceps",None or Dumbbells,Intermediate,Back,Lateral,Decline dumbbell press,19,2539,0,1,0,0,729,56,925,9223372036854775807,High,18-30
47,Female,71,1,178,154,60,1,1938,HIIT,27,1,4,1,26,2,0,174,69,47,1937,Other,Breakfast,Paleo,11,1848,86,423,Boiled,57,10,2,Wall Angels,3,19,Combines lower body and upper body strength,344,"Glutes, Hamstrings, Core",Bench or Sturdy Surface,Intermediate,Legs,Anterior,Romanian deadlifts,26,1399,0,0,0,0,-1,52,1013,9223372036854775807,Medium,46-60
52,Female,65,1,190,138,70,1,1594,Strength,25,2,3,1,21,2,0,250,100,66,1816,Other,Breakfast,Vegan,41,331,163,295,Grilled,54,81,3,Calf Raises,4,21,Targets lower abs,327,"Quadriceps, Glutes",Dumbbells or Barbell,Beginner,Abs,Lower,Dumbbell curls,21,2004,0,1,0,0,221,49,970,9223372036854775807,Low,46-60
23,Female,87,1,163,128,58,1,1941,Cardio,28,3,5,2,24,2,0,201,81,53,2564,Other,Dinner,Paleo,43,707,132,331,Raw,49,17,1,Lunges,4,23,Targets lower abs,346,"Core, Shoulders, Legs",Wall,Beginner,Shoulders,Posterior,Barbell curls,24,1617,0,0,0,0,622,63,1295,9223372036854775807,Medium,18-30
40,Male,61,1,165,130,68,1,2258,Strength,24,2,4,3,23,1,0,219,86,58,1693,Other,Snack,Vegan,16,1099,153,267,Steamed,21,78,4,Russian Twists,5,25,Builds unilateral leg strength,350,"Quadriceps, Glutes",Wall,Beginner,Chest,Posterior,Dumbbell curls,23,1751,0,1,0,0,-565,46,1353,9223372036854775807,High,31-45
45,Female,66,1,162,141,55,1,731,Yoga,29,1,3,1,22,1,0,231,92,61,1849,Other,Lunch,Vegan,0,1445,253,110,Boiled,5,99,3,Frog Jumps,4,22,Targets lower chest,352,"Back, Hamstrings, Glutes",Resistance Band,Intermediate,Back,Wrist Flexors,Preacher curls,22,1852,0,1,0,0,1117,47,783,9223372036854775807,High,31-45
57,Female,103,1,172,168,61,1,865,Yoga,35,3,3,1,37,3,0,221,89,59,2599,Other,Breakfast,Low-Carb,29,112,17,272,Raw,31,92,5,Step-ups,5,22,Builds lower body power,345,Triceps,Low Bar or TRX,Intermediate,Back,Wrist Extensors,Dumbbell rows,37,1778,0,0,0,0,1733,67,904,9223372036854775807,Medium,46-60
29,Female,79,1,180,166,66,1,1372,Strength,31,2,4,2,30,1,0,217,86,57,2202,Other,Snack,Balanced,31,1759,145,489,Fried,28,73,3,Windshield Wipers,5,23,Strengthens back and improves posture,347,"Lower Chest, Triceps",Kettlebell,Intermediate,Arms,Lats,Leg extensions,30,1738,0,1,0,0,829,54,882,9223372036854775807,Medium,18-30
54,Male,76,1,172,130,57,1,1114,Strength,25,2,4,2,26,3,0,307,123,81,2111,Other,Breakfast,Vegetarian,13,1082,32,138,Raw,41,97,3,Deadlift,5,17,Improves core stability and upper body strength,367,Full Core,Low Bar or TRX,Intermediate,Arms,Middle,Triceps pushdowns,26,2458,0,1,0,0,996,56,756,9223372036854775807,Very High,46-60
23,Female,44,1,196,121,58,0,663,HIIT,20,2,2,1,16,3,0,259,103,69,1397,Other,Snack,Vegan,44,1419,152,339,Raw,15,18,2,Leg Press,4,24,Isolates and strengthens triceps,347,"Triceps, Chest",Resistance Band,Advanced,Shoulders,Lats,Hyperextensions,16,2075,0,2,0,0,733,35,382,9223372036854775807,Medium,18-30
55,Female,49,1,194,160,72,1,845,Yoga,19,2,2,1,15,3,0,196,79,52,1389,Other,Breakfast,Vegetarian,5,2171,182,384,Boiled,7,97,3,Face Pulls,3,18,Builds explosive power,365,Lower Abs,Low Bar or TRX,Advanced,Chest,Lower Chest,Leg curls,15,1578,0,1,0,0,543,39,934,9223372036854775807,Very High,46-60
20,Female,75,1,179,153,61,1,1233,Strength,29,1,3,2,27,4,0,268,108,72,2137,Other,Lunch,Low-Carb,12,1314,6,406,Baked,35,19,2,Push-ups,4,16,Full body workout,349,"Shoulders, Triceps",Cable Machine or Resistance Band,Advanced,Chest,Posterior,Russian twists,27,2156,0,1,0,0,903,53,797,9223372036854775807,High,18-30
19,Male,92,1,175,130,70,1,822,Yoga,29,2,3,2,24,1,0,270,107,72,2388,Other,Lunch,Vegetarian,3,1277,107,440,Grilled,31,44,3,Push-ups,5,16,Builds upper body strength,350,"Glutes, Hamstrings, Core",Wall,Beginner,Shoulders,Lats,Face pulls,24,2162,0,1,0,0,1565,65,798,9223372036854775807,High,18-30
54,Female,69,1,179,167,57,1,1285,Strength,22,2,4,2,21,2,0,178,72,48,1983,Other,Breakfast,Vegetarian,3,1322,101,257,Boiled,30,18,4,Dead Bugs,4,20,Targets abdominal muscles,335,"Core, Obliques",Bench or Chair,Advanced,Chest,Lower,Chest flyes,21,1441,0,1,0,0,697,53,797,9223372036854775807,Low,46-60
18,Female,92,1,195,167,50,1,923,Yoga,28,3,1,1,30,3,0,282,112,75,2462,Other,Lunch,Vegan,12,1620,282,150,Baked,60,108,2,Prone Cobras,4,18,Combines lower body and upper body strength,348,"Legs, Shoulders, Core",Low Bar or TRX,Intermediate,Shoulders,Wrist Extensors,Plank,30,2262,0,1,0,0,1538,65,974,9223372036854775807,Medium,<18
42,Female,82,1,186,142,50,1,1613,HIIT,27,3,4,2,24,2,0,156,62,41,2381,Other,Lunch,Vegetarian,7,1431,122,391,Grilled,6,94,2,Dead Bugs,5,23,Builds upper body strength,370,"Back, Hamstrings, Glutes",Resistance Band,Intermediate,Back,Upper,Overhead triceps extensions,24,1252,0,0,0,0,767,60,903,9223372036854775807,Very High,31-45
25,Female,74,1,177,124,71,0,919,Strength,26,2,1,1,26,3,0,204,82,54,1951,Other,Lunch,Keto,8,1044,295,347,Grilled,56,62,1,Glute Bridges,4,15,Combines lower body and upper body strength,336,"Glutes, Hamstrings, Core",Bench or Chair,Beginner,Chest,Quads,Barbell rows,26,1644,0,1,0,0,1031,54,625,9223372036854775807,Low,18-30
52,Female,65,1,188,139,53,1,1360,Strength,27,2,4,2,28,3,0,240,96,64,2024,Other,Snack,Vegan,34,282,149,318,Boiled,12,45,1,Push-ups,5,21,Targets lower chest,338,"Obliques, Core",Step or Box,Advanced,Arms,Wrist Flexors,Leg raises,28,1922,0,1,0,0,663,47,853,9223372036854775807,Medium,46-60
20,Male,70,1,167,166,54,1,1017,Cardio,28,1,3,2,28,3,0,157,62,41,2070,Other,Lunch,Vegan,0,241,138,309,Boiled,30,115,3,Resistance Band Pull-Aparts,3,23,Strengthens back and legs,351,Lower Abs,Low Bar or TRX,Advanced,Chest,Lower,Donkey kicks,28,1255,0,0,0,0,1052,50,744,9223372036854775807,High,18-30
26,Female,52,2,172,133,54,0,906,HIIT,18,2,1,1,13,3,0,216,85,57,1545,Other,Dinner,Vegetarian,25,1189,271,161,Fried,53,28,3,Superman,4,25,Strengthens back and legs,356,"Legs, Core",None or Dumbbells,Intermediate,Back,Lower Chest,Seated cable rows,13,1721,0,1,0,0,638,42,534,9223372036854775807,High,18-30
57,Male,44,1,180,159,73,1,1377,Strength,21,1,2,1,14,3,0,210,84,57,1154,Other,Dinner,Balanced,2,1780,104,481,Roasted,6,29,1,Thrusters,4,19,Strengthens lower body,347,"Lower Back, Glutes",Kettlebell,Beginner,Chest,Posterior,Dumbbell front raises,14,1692,0,1,0,0,-223,34,966,9223372036854775807,Medium,46-60
19,Female,71,1,166,166,54,1,1411,HIIT,28,1,3,1,28,3,0,156,61,41,1898,Other,Dinner,Low-Carb,0,242,134,312,Grilled,29,115,3,Step-ups,3,22,Improves hip power and cardiovascular fitness,352,"Core, Lower Back",Step or Box,Intermediate,Arms,Quads,Fat grip dumbbell curl,28,1244,0,0,1,1,486,50,755,9223372036854775807,High,18-30
58,Male,49,1,191,125,71,1,1334,Cardio,16,2,3,2,17,3,0,158,62,41,1412,Other,Breakfast,Vegan,35,1301,88,103,Boiled,59,66,2,Inverted Rows,4,16,Improves coordination and cardiovascular health,356,"Chest, Triceps",Bench or Chair,Intermediate,Arms,Quads,Concentration curls,17,1259,0,1,0,0,77,41,990,9223372036854775807,High,46-60
41,Female,76,1,164,157,65,1,1096,Cardio,24,2,3,2,19,3,0,193,77,51,1893,Other,Dinner,Vegetarian,25,1833,155,223,Roasted,57,91,2,Leg Press,4,16,Builds explosive power,348,"Upper Back, Rear Deltoids",Resistance Band,Advanced,Forearms,Lower,Face pulls,19,1551,0,1,0,0,796,57,794,9223372036854775807,Medium,31-45
21,Female,55,1,163,161,52,1,1477,Strength,21,1,4,1,23,2,0,272,108,72,1548,Other,Lunch,Vegan,14,217,25,185,Grilled,43,67,3,Flutter Kicks,5,21,Builds back strength,360,"Full Body, Core, Shoulders",Cable Machine or Resistance Band,Intermediate,Abs,Upper,Barbell hip thrusts,23,2179,0,1,0,0,70,43,987,9223372036854775807,High,18-30
34,Male,87,1,197,146,70,1,1969,Cardio,29,3,4,2,32,2,0,245,97,65,2485,Other,Snack,Balanced,36,1192,197,218,Steamed,56,6,1,Face Pulls,4,14,Improves flexibility,338,"Glutes, Hamstrings",Parallel Bars or Chair,Intermediate,Arms,Lower Chest,Concentration curls,32,1962,0,1,0,0,515,61,1286,9223372036854775807,Medium,31-45
54,Male,75,1,179,155,52,1,1024,Yoga,30,2,4,2,29,3,0,239,95,64,2155,Other,Lunch,Balanced,30,2091,214,268,Grilled,14,55,4,Renegade Rows,5,24,Strengthens lower body,368,"Upper Chest, Triceps",None or Dumbbells,Advanced,Legs,Lateral,Dumbbell rows,29,1920,0,1,0,0,1130,52,1047,9223372036854775807,Very High,46-60
18,Male,69,1,172,168,71,1,1577,HIIT,26,2,2,1,26,3,0,209,83,55,2050,Other,Lunch,Vegetarian,40,1907,3,493,Baked,16,73,1,Plyo Squats,4,20,Improves shoulder mobility and posture,330,"Glutes, Hamstrings",Resistance Band or Cable Machine,Advanced,Arms,Lower Chest,Decline dumbbell press,26,1675,0,1,0,0,472,51,859,9223372036854775807,Low,<18
37,Female,71,1,196,141,72,1,1118,Strength,23,3,1,1,22,3,0,211,85,57,1895,Other,Snack,Vegetarian,18,1172,111,487,Steamed,52,11,3,Face Pulls,2,14,Strengthens back and improves posture,335,"Triceps, Chest",Resistance Band,Advanced,Shoulders,Wrist Flexors,Donkey kicks,22,1700,0,1,0,0,776,55,757,9223372036854775807,Low,31-45
26,Female,63,1,194,119,60,1,1560,HIIT,28,2,3,2,27,2,0,202,82,54,1895,Other,Lunch,Keto,17,682,114,348,Steamed,43,111,2,Deadlifts,5,25,Targets obliques and improves core rotation,338,"Lower Back, Glutes",Pull-up Bar,Beginner,Chest,Wrist Flexors,Decline dumbbell flyes,27,1631,0,1,0,0,334,45,798,9223372036854775807,Medium,18-30
33,Male,102,1,186,140,53,1,1844,HIIT,33,2,2,1,33,2,0,290,114,77,2769,Other,Lunch,Keto,3,501,249,338,Raw,37,92,3,Push Ups,4,21,Builds back strength,365,"Core, Shoulders, Legs",None or Dumbbells,Intermediate,Abs,Upper,Bird dog,33,2316,0,1,0,0,924,67,1022,9223372036854775807,Very High,31-45
52,Female,48,1,179,129,66,1,735,Yoga,13,2,3,2,14,2,0,255,102,68,1266,Other,Snack,Paleo,16,2011,87,109,Grilled,38,27,1,Glute Bridges,3,17,Improves posture and back strength,325,"Lower Back, Glutes",Low Bar or TRX,Intermediate,Arms,Lower,Triceps dips,14,2045,0,2,0,0,530,41,663,9223372036854775807,Low,46-60
33,Female,54,1,160,146,53,1,2082,Strength,22,2,3,3,21,2,0,245,99,65,1598,Other,Breakfast,Low-Carb,5,1540,277,165,Grilled,59,68,4,Jumping Jacks,5,21,Improves shoulder mobility and posture,338,"Chest, Triceps, Shoulders",Resistance Band or Cable Machine,Advanced,Arms,Grip Strength,Dumbbell rows,21,1973,0,1,0,0,-484,42,1203,9223372036854775807,Medium,31-45
32,Female,55,1,160,146,54,1,2056,Strength,21,2,4,2,21,3,0,244,98,65,1680,Other,Breakfast,Paleo,4,1545,274,163,Grilled,58,67,4,Deadlift,5,21,Targets lower chest,339,"Upper Chest, Triceps",Bench or Step,Beginner,Arms,Upper,Towel pull-up,21,1964,0,1,0,0,-376,43,1196,9223372036854775807,Medium,31-45
27,Male,71,1,180,151,73,0,884,HIIT,24,3,3,1,18,2,0,207,83,56,1854,Other,Breakfast,Balanced,16,680,127,307,Steamed,46,120,4,Seated Rows,4,15,Strengthens triceps and chest,357,"Quadriceps, Glutes",Dumbbells or Barbell,Advanced,Chest,Middle,Plank,18,1669,0,1,0,0,969,54,522,9223372036854775807,High,18-30
27,Female,85,1,181,137,54,1,1294,Cardio,25,2,3,1,26,2,0,166,66,43,2397,Other,Snack,Keto,39,858,133,432,Roasted,41,14,1,Lunges,4,15,Builds lower body power,349,"Lower Chest, Triceps",Bench or Sturdy Surface,Intermediate,Shoulders,Posterior,Leg curls,26,1326,0,0,0,0,1102,64,942,9223372036854775807,High,18-30
21,Male,54,1,162,160,53,1,1811,HIIT,20,1,3,2,22,1,0,271,108,72,1622,Other,Snack,Low-Carb,14,207,27,185,Roasted,43,68,3,Step-ups,5,21,Activates and strengthens glutes,360,Shoulders,Bench or Step,Advanced,Forearms,Grip Strength,Barbell rows,22,2176,0,1,0,0,-189,43,988,9223372036854775807,Very High,18-30
34,Male,114,1,181,166,66,1,1358,Strength,31,2,1,1,35,3,0,232,93,62,3011,Other,Lunch,Vegan,34,2495,8,120,Fried,4,76,1,Thrusters,4,22,Combines lower body and upper body strength,349,"Legs, Core",Parallel Bars or Chair,Intermediate,Legs,Wrist Flexors,Dumbbell flyes,35,1863,0,0,0,0,1652,78,957,9223372036854775807,High,31-45
